,loss,accuracy,val_loss,val_accuracy
0,0.19705606997013092,0.9398333430290222,0.12372513115406036,0.9721999764442444
1,0.10559572279453278,0.9706000089645386,0.0958576574921608,0.9797000288963318
2,0.09455869346857071,0.973800003528595,0.080390065908432,0.9796000123023987
3,0.09123141318559647,0.9754166603088379,0.06672168523073196,0.9830999970436096
4,0.0937679260969162,0.975766658782959,0.056649189442396164,0.9847999811172485
5,0.09346538782119751,0.9765166640281677,0.06195598095655441,0.9840999841690063
6,0.09044373035430908,0.977483332157135,0.08282264322042465,0.9789999723434448
7,0.07982152700424194,0.9801499843597412,0.06853919476270676,0.9835000038146973
8,0.0821312963962555,0.9796500205993652,0.06331874430179596,0.9837999939918518
9,0.07669596374034882,0.9812666773796082,0.06281265616416931,0.9850999712944031
10,0.08331393450498581,0.9800833463668823,0.06550002098083496,0.984000027179718
11,0.07931158691644669,0.9811999797821045,0.05912129953503609,0.9860000014305115
12,0.08550775796175003,0.9807666540145874,0.06540653854608536,0.9847999811172485
13,0.07968045026063919,0.9811333417892456,0.06527871638536453,0.9850999712944031
14,0.07049480825662613,0.9834833145141602,0.061937812715768814,0.986299991607666
15,0.07407160848379135,0.9832000136375427,0.06872764229774475,0.9828000068664551
16,0.07962407171726227,0.9814333319664001,0.05762675032019615,0.98580002784729
17,0.0816279798746109,0.9819999933242798,0.06774712353944778,0.982699990272522
18,0.08028101921081543,0.9819166660308838,0.05424809455871582,0.9882000088691711
19,0.07770530134439468,0.9827666878700256,0.059073466807603836,0.9873999953269958
20,0.0724586769938469,0.9834833145141602,0.05656106397509575,0.9861999750137329
21,0.09124967455863953,0.9806333184242249,0.11470373719930649,0.9807999730110168
22,0.08749382942914963,0.9816666841506958,0.06090614199638367,0.986299991607666
23,0.07611548900604248,0.9837333559989929,0.05412862077355385,0.9876999855041504
24,0.0800774097442627,0.9825833439826965,0.06588257104158401,0.9871000051498413
25,0.0674070343375206,0.9854666590690613,0.06392186880111694,0.9868999719619751
26,0.09753565490245819,0.9797666668891907,0.08197231590747833,0.9851999878883362
27,0.08906015008687973,0.9816333055496216,0.04833872988820076,0.9886999726295471
28,0.08352792263031006,0.9830666780471802,0.06429512053728104,0.9857000112533569
29,0.08982287347316742,0.9819833040237427,0.054587896913290024,0.9889000058174133
30,0.06813977658748627,0.9856500029563904,0.054606013000011444,0.9886999726295471
31,0.08389203995466232,0.9834499955177307,0.07890602946281433,0.9839000105857849
32,0.08474945276975632,0.9832500219345093,0.0723193809390068,0.9843000173568726
33,0.08714355528354645,0.9827499985694885,0.10880942642688751,0.9797000288963318
34,0.09672282636165619,0.9803666472434998,0.06607150286436081,0.9847999811172485
35,0.0800081118941307,0.9838833212852478,0.0813995748758316,0.9858999848365784
36,0.08131110668182373,0.9836333394050598,0.05873173102736473,0.9876000285148621
37,0.0827566534280777,0.9832833409309387,0.0655231848359108,0.9878000020980835
38,0.08504792302846909,0.9841499924659729,0.08359438180923462,0.9865999817848206
39,0.08474308997392654,0.9833499789237976,0.08684281259775162,0.9861000180244446
40,0.11029157042503357,0.9797999858856201,0.06212061271071434,0.9886999726295471
41,0.09559890627861023,0.9810666441917419,0.0891716405749321,0.9861000180244446
42,0.09333421289920807,0.9825999736785889,0.0731673315167427,0.9869999885559082
43,0.07625232636928558,0.9838166832923889,0.0712246373295784,0.9869999885559082
44,0.0878634974360466,0.9840333461761475,0.060917600989341736,0.9854999780654907
45,0.09479586035013199,0.9818000197410583,0.06788665801286697,0.9864000082015991
46,0.07029121369123459,0.9844666719436646,0.05535034090280533,0.9882000088691711
47,0.12062866240739822,0.9793000221252441,0.1451391875743866,0.972000002861023
48,0.12464364618062973,0.9755499958992004,0.08311602473258972,0.9836999773979187
49,0.09386304020881653,0.9825500249862671,0.07760851830244064,0.9843999743461609
50,0.10997699201107025,0.9796833395957947,0.06262343376874924,0.9868000149726868
51,0.0811222642660141,0.984000027179718,0.06574678421020508,0.9872000217437744
52,0.08054688572883606,0.9836833477020264,0.07542765885591507,0.98580002784729
53,0.08880529552698135,0.9833333492279053,0.1327298879623413,0.982699990272522
54,0.08315332233905792,0.982783317565918,0.06287652254104614,0.9847000241279602
55,0.1003204733133316,0.9807000160217285,0.08158617466688156,0.9836999773979187
56,0.08662884682416916,0.98294997215271,0.0896199494600296,0.982200026512146
57,0.14202676713466644,0.9735166430473328,0.08840961009263992,0.9860000014305115
58,0.08242418617010117,0.9832500219345093,0.07107539474964142,0.9822999835014343
59,0.09062717109918594,0.9830166697502136,0.06374873965978622,0.9876000285148621
60,0.09290469437837601,0.9809166789054871,0.10474642366170883,0.9804999828338623
61,0.08292386680841446,0.9819333553314209,0.07040927559137344,0.9847000241279602
62,0.07885397225618362,0.9831166863441467,0.08554621785879135,0.9837999939918518
63,0.0884358361363411,0.982783317565918,0.19545933604240417,0.9664999842643738
64,0.0770428329706192,0.9833333492279053,0.08164802193641663,0.9861000180244446
65,0.10767436772584915,0.9807166457176208,0.09439976513385773,0.9825000166893005
66,0.09206201881170273,0.9815166592597961,0.08716321736574173,0.9873999953269958
67,0.08805020153522491,0.9822999835014343,0.06713585555553436,0.9835000038146973
68,0.09084657579660416,0.9828833341598511,0.06751805543899536,0.9869999885559082
69,0.088004931807518,0.9826666712760925,0.06526894867420197,0.9861999750137329
70,0.08141425997018814,0.9843666553497314,0.14180831611156464,0.9757999777793884
71,0.09255988150835037,0.9822499752044678,0.07165845483541489,0.9851999878883362
72,0.12999606132507324,0.9782500267028809,0.07464566826820374,0.9822999835014343
73,0.07442578673362732,0.9843666553497314,0.06822118163108826,0.9869999885559082
74,0.10538452863693237,0.9812666773796082,0.15067005157470703,0.9836000204086304
75,0.10091768205165863,0.980983316898346,0.10900898277759552,0.9854000210762024
76,0.0941496342420578,0.9812666773796082,0.08797395974397659,0.9866999983787537
77,0.07554648071527481,0.9847000241279602,0.08447618037462234,0.9865999817848206
78,0.10111945867538452,0.9817500114440918,0.06939728558063507,0.987500011920929
79,0.1000562384724617,0.9802833199501038,0.08622203767299652,0.9860000014305115
80,0.10931210964918137,0.9809333086013794,0.06237832084298134,0.9861999750137329
81,0.0894351527094841,0.9825666546821594,0.07958781719207764,0.9864000082015991
82,0.07876283675432205,0.9832000136375427,0.07153233885765076,0.9868999719619751
83,0.07774727046489716,0.9830333590507507,0.09375312179327011,0.9866999983787537
84,0.08296629041433334,0.9831166863441467,0.11361384391784668,0.9846000075340271
85,0.15059484541416168,0.9733333587646484,0.14303767681121826,0.9758999943733215
86,0.13145792484283447,0.9748666882514954,0.13799183070659637,0.987500011920929
87,0.13536250591278076,0.9781833291053772,0.09368766099214554,0.9828000068664551
88,0.08524218201637268,0.9811000227928162,0.09416057169437408,0.9846000075340271
89,0.08642183244228363,0.9827333092689514,0.06046579033136368,0.9864000082015991
90,0.12505732476711273,0.9770833253860474,0.14781346917152405,0.9763000011444092
91,0.1303839534521103,0.9762499928474426,0.09777592122554779,0.9765999913215637
92,0.0991329699754715,0.9784333109855652,0.07962121069431305,0.984000027179718
93,0.09162228554487228,0.9806833267211914,0.10373122245073318,0.9817000031471252
94,0.09346099197864532,0.9811499714851379,0.08522573113441467,0.9848999977111816
95,0.08858001977205276,0.9813500046730042,0.07528235018253326,0.9857000112533569
96,0.10736402869224548,0.9791499972343445,0.0822722390294075,0.9830999970436096
97,0.10149635374546051,0.9782333374023438,0.17843586206436157,0.9771999716758728
98,0.13486440479755402,0.9758166670799255,0.08192379772663116,0.9846000075340271
99,0.07476481795310974,0.9820833206176758,0.10796364396810532,0.9824000000953674
